-122.4034048,37.77542071
-122.4076335,37.78418935
-122.406521,37.78506294
-122.4756475,37.72852806
-122.4072441,37.78656476
-122.4662047,37.77254054
-122.4269556,37.76924706
-122.4522897,37.72569336
-122.4058954,37.78673422
-122.4095299,37.76571844
-122.4107742,37.80843502
-122.4310464,37.78302957
-122.4078454,37.78509432
-122.4066906,37.78520719
-122.4196718,37.76505012
-122.4065391,37.75648641
-122.4084211,37.78356994
-122.4053594,37.78597748
-122.4279912,37.78495312
-122.4080145,37.78595078
-122.446613,37.78224582
-122.4080683,37.78399168
-122.4083843,37.78782711
-122.406482,37.78273179
-122.4064279,37.78710945
-122.4078778,37.78596801
-122.4037933,37.78232359
-122.400216,37.79480303
-122.4105412,37.77091306
-122.4216445,37.74299701
-122.4058325,37.78574465
-122.5136421,37.77846922
-122.4779767,37.72693464
-122.4075459,37.78440118
-122.4063518,37.78603116
-122.4053955,37.78351007
-122.3883799,37.78331041
-122.4147438,37.77871926
-122.4102935,37.78223059
-122.4312069,37.78456812
-122.3655654,37.8096707
-122.4196583,37.76422056
-122.4069587,37.78943476
-122.4042702,37.78447885
-122.4069776,37.7899181
-122.4329146,37.78435334
-122.4125153,37.78047775
-122.4128038,37.80577399
-122.40307,37.78526863
-122.4156055,37.76771775
-122.4077021,37.77069679
-122.4456525,37.77596127
-122.4482784,37.80427189
-122.3996176,37.78079066
-122.4077071,37.78510345
-122.4173682,37.79050942
-122.489714,37.73394977
-122.4386951,37.71969203
-122.4034341,37.78764305
-122.4148223,37.80743146
-122.4052948,37.78630722
-122.3998994,37.78464803
-122.4124833,37.77063059
-122.401561,37.78408887
-122.4087106,37.78097067
-122.4060218,37.78864912
-122.4076129,37.7884486
-122.4166077,37.77913875
-122.4112792,37.77157858
-122.3931106,37.77731032
-122.4135641,37.77951403
-122.4192579,37.77514629
-122.4075911,37.78834012
-122.3964219,37.79414474
-122.4351501,37.76175972
-122.407435,37.78751587
-122.4039191,37.7871161
-122.4159234,37.80859051
-122.4213958,37.78568434
-122.4184482,37.75223917
-122.408231,37.78735949
-122.3894326,37.78883791
-122.3884856,37.78957276
-122.421442,37.78685165
-122.3973888,37.78255435
-122.4071493,37.80642673
-122.3989327,37.78378482
-122.4616832,37.72518972
-122.4162938,37.77749368
-122.4131609,37.77745666
-122.4003875,37.8025736
-122.4099253,37.7877641
-122.4092561,37.7882399
-122.386775,37.76537752
-122.435563,37.76080106
-122.404828,37.78975969
-122.4131894,37.77127369
-122.4329516,37.80505202
-122.4340362,37.7632942
-122.420327,37.78845216
