-122.4010969,37.72455567
-122.4105309,37.78615172
-122.4034048,37.77542071
-122.4069776,37.7899181
-122.492068,37.71436155
-122.3655654,37.8096707
-122.4756475,37.72852806
-122.4097974,37.78642209
-122.4171448,37.71215029
-122.417108,37.71225618
-122.422513,37.77071077
-122.4053955,37.78351007
-122.4095299,37.76571844
-122.4522897,37.72569336
-122.4105412,37.77091306
-122.4085507,37.77738856
-122.4662047,37.77254054
-122.4106001,37.76753256
-122.3991748,37.7469781
-122.4196718,37.76505012
-122.4096364,37.79010771
-122.3956354,37.75356457
-122.4464321,37.75024106
-122.4788846,37.72584383
-122.4192305,37.77203326
-122.3955133,37.75361785
-122.4269556,37.76924706
-122.4205568,37.71089458
-122.3803823,37.73535382
-122.4135321,37.77345468
-122.418701,37.76510988
-122.4804507,37.71901187
-122.4075383,37.76578275
-122.4097952,37.78003563
-122.4308384,37.79484181
-122.4069587,37.78943476
-122.3973888,37.78255435
-122.406482,37.78273179
-122.4310464,37.78302957
-122.3878337,37.71310723
-122.4386951,37.71969203
-122.4165174,37.73301039
-122.4220459,37.76653872
-122.4393685,37.79993194
-122.3740193,37.72920336
-122.420891,37.71209207
-122.3972019,37.75353512
-122.4390887,37.763414
-122.4011616,37.78202385
-122.4087106,37.78097067
-122.4065391,37.75648641
-122.4216445,37.74299701
-122.4124833,37.77063059
-122.4195157,37.76342923
-122.4069587,37.78943476
-122.5102257,37.76724422
-122.3959706,37.74392425
-122.4156055,37.76771775
-122.4130564,37.78764531
-122.3974974,37.75230663
-122.3996254,37.7831585
-122.4164461,37.73291625
-122.4131631,37.77499264
-122.3864377,37.71918345
-122.4163897,37.76524912
-122.4736441,37.71555367
-122.3970892,37.75359879
-122.4040716,37.77727419
-122.4307263,37.76275168
-122.4264954,37.73534845
-122.4839041,37.7184873
-122.4136846,37.77779846
-122.406482,37.78273179
-122.3914251,37.77787278
-122.4681053,37.71096391
-122.4140273,37.77186362
-122.4404701,37.7486963
-122.4184482,37.75223917
-122.4205298,37.71100233
-122.3970726,37.71732487
-122.4301705,37.78743914
-122.4472412,37.7201578
-122.4097748,37.77644368
-122.4185621,37.78418471
-122.4043832,37.76273117
-122.4107688,37.78321452
-122.408163,37.78053454
-122.4231684,37.77781574
-122.4042969,37.74044594
-122.4112792,37.77157858
-122.4633116,37.7592203
-122.3649375,37.81020444
-122.4728759,37.71331778
-122.4729724,37.71323913
-122.4100658,37.77499068
-122.3988806,37.76952285
-122.4187513,37.785116
-122.42895,37.76750273
-122.4098537,37.78338624
-122.4033904,37.78026558
